Text,Category,Code
"this choice could be successful in case the company needs to improve its own reputation
and obtain customers’ trust (as the process would be fully decentralized), but would imply higher
transaction costs.",Blockchain,0
".. data entry/identity verification
the cryptographic mechanism underlying the blockchain could be used to reduce the overhead
related to manual data entry and verification of new customers [].",Blockchain,0
"with the blockchain, customers would be identified by a unique address (e.g., the one linked to
their wallet).",Blockchain,0
"the first time they use a service, a certified intermediary would verify their identity and
link it to their address.",Blockchain,0
"from that time on, every time they undersign a policy, they would no more
need to provide an identification document; rather, they would only need to use their credentials.",Blockchain,0
"benefits of this use case could be seen again in a reduced time and cost to gather/provide
information.",Blockchain,0
"nonetheless, this use case also has some relevant drawbacks the company should be aware of.",Blockchain,0
a first drawback is related to the possible loss/steal of credentials.,Blockchain,0
"as said, since the blockchain works
without intermediaries, no one could reset users’ credentials.",Blockchain,0
"a solution could be to rely on external
services, which could store credentials and return them to the users in case of loss.",Blockchain,0
"however, using such
services would mean providing someone else access to one’s sensitive information.",Blockchain,0
"another drawback
is linked to the fact that the current legal regulations should be modified to include blockchain-based
identification, and some governments could refuse to approve this type of identification, e.g., due to
mistrust in the technology.",Blockchain,0
"from the architectural point of view, companies deciding to exploit blockchain-based know your
customer (kyc) could rely on external services running on public blockchains.",Blockchain,0
"in fact, some kyc
services recently appeared, offering some prototypes based on existing blockchains.",Blockchain,0
"one example is
civic [] (based on the bitcoin blockchain) and kyc legal [] (exploiting the ethereum blockchain).",Blockchain,0
"future internet , ,   of 
such companies already built a network of validators, which receive a reward for each performed
validation and charge small fees to companies requiring their services.",Blockchain,0
".. premium computation/risk assessment/frauds prevention
in this scenario, the blockchain is used to let multiple certified intermediaries record information
related to a person (by linking them to his/her address).",Blockchain,0
"a smart contract could read all the information linked to a person and automatically compute the
premium and perform risk assessment, based on his/her physical health, driving behaviors, etc.",Blockchain,0
another application scenario is represented by fraud prevention.,Blockchain,0
"in this scenario, a smart contract
could analyze collected data and identify frauds during claim processing (e.g., by crossing data related
to a person’s previous claims).",Blockchain,0
"a scenario such as the one depicted in the above examples, however, could be difficultly realized in
the short term.",Blockchain,0
"in fact, it implies that each person possesses a unique blockchain address (as presented
in section .",Blockchain,0
"), and requires the active involvement of different actors (insurance companies, police
officers, medical staff, etc.)",Blockchain,0
"as the quality of the results would be a consequence of the quality and
quantity of data stored in the blockchain.",Blockchain,0
"privacy is another relevant issue (especially for what it
concerns medical records).",Blockchain,0
"in this view, in the construction of such a system, a thorough attention
should be devoted to let only selected actors link information extracted from the blockchain to
a person’s identity.",Blockchain,0
"furthermore, particular care should be devoted to the definition of common
standards to record the information, in order to enable interoperability.",Blockchain,0
the most suitable architecture for this use case is a consortium blockchain.,Blockchain,0
"the blockchain would
be maintained by selected nodes of the consortium, e.g., belonging to the different actors involved.",Blockchain,0
the limited number of trusted nodes would increase security and privacy.,Blockchain,0
"furthermore, the blockchain
would keep track of the sender of each transaction.",Blockchain,0
"finally, being controlled by a small number of
nodes, mechanisms to revert blockchain state in case of transactions erroneously made (e.g., a driving
infraction notified to the wrong person) could be devised.",Blockchain,0
".. pay-per-use/micro-insurance
smart contracts- and blockchain-based payments could enable new revenue sources, such as micro-
and pay-per-use insurances.",Blockchain,0
"though in the past micro-insurances were threatened by administrative
costs, the exploitation of smart contracts could enable quick and cheap policy undersignment and
management (even on mobile devices) [].",Blockchain,0
"similarly, pay-per-use insurances could become a praxis,
possibly in combination with iot solutions for automatic undersignment.",Blockchain,0
"for instance, gps data could
be used to automatically collect, e.g., a travel premium only if the customer is abroad, a car premium
only when the car is moving, etc.",Blockchain,0
"pay-per-use mechanisms could be exploited in services such as uber
or airbnb, e.g., activating the service when a customer is picked up or hosted.",Blockchain,0
"with respect to the other use cases described in the paper, from the point of view of actors and
technology to be involved, this is probably one of the quickest and easiest to be realized (because of
the limited number of involved actors, and because the feasibility of prototypal solutions has already
been demonstrated []).",Blockchain,0
"moreover, from the point of view of the insurance company, introducing
blockchain-based pay-per-use insurances (which could be even paid by using cryptocurrencies) could
bring a competitive advantage, especially attracting young, technology enthusiasts.",Blockchain,0
"concerning architectural choices, companies aiming at addressing pay-per-use insurance could
rely on a public blockchain.",Blockchain,0
"in this way, a smart contract could collect money from customers (e.g.,
ethers or bitcoins), keep them until a given date and transfer them to the insurance company if
no damage occurs.",Blockchain,0
"being on a public blockchain, everyone could inspect the smart contract code,
increasing trust between parties.",Blockchain,0
"in this context, smart contracts could represent an important innovation, as they would enable
the creation of daos, where self-insured groups’ functioning rules could be hard-coded.",Blockchain,0
"a prototype solution named dynamis and based on the ethereum blockchain has already
been implemented [].",Blockchain,0
"this solution aims to provide supplemental unemployment insurance for a
community of self-managed people in terms of underwriting and claims acceptance and processing.",Blockchain,0
"even though in peer-to-peer insurance the blockchain could really become the key technology,
from the insurance company’s perspective it must be underlined that the objective of peer-to-peer
insurance is the removal of intermediaries (i.e., the insurance companies themselves).",Blockchain,0
"hence, a wise
choice insurance companies could make here is to recognize this risk, and turn it from a threat into a
business opportunity, e.g., by providing the infrastructure for peer-to-peer insurance.",Blockchain,0
"from the architectural point of view, since this scenario requires a high amount of decentralization,
a public blockchain would be more suited.",Blockchain,0
"it should be underlined, however, that the adoption of peer-to-peer insurance models by the wider
public is not imminent yet.",Blockchain,0
"in fact, apart from a small amount of technology enthusiasts who aim at
reducing insurance costs, a high number of customers still considers the interaction with intermediaries
important and worth of extra costs [].
. a swot analysis
the above discussion should have provided the reader with a broad overview of potential
applications of blockchain technology in the insurance sector.",Blockchain,0
"as seen, advantages appear to
be numerous.",Blockchain,0
"nonetheless, only a few prototypes exist so far, and it has been estimated that
blockchain-based applications will be available to the wider public only in – years [].",Blockchain,0
"starting from the considerations drawn in section , in the following a swot analysis
summarizing advantages and disadvantages of this technology is provided (table ).",Blockchain,0
"the objective
here is to abstract from the specific domain considered, i.e., insurance, and to perform an analysis,
which could potentially be helpful in a variety of contexts/sectors.",Blockchain,0
"the strengths of blockchain technology are mainly related to the technological aspects presented
in section .",Blockchain,0
"by removing intermediaries, the cost of money transfers can be lowered (e.g., bank
commissions cease to exist).",Blockchain,0
"transfers can also be made faster, as cryptocurrencies are directly moved
from a wallet’s address to another without intermediate steps (as it usually occurs, e.g., in overseas
bank transfers).",Blockchain,0
smart contracts provide a high degree of automation.,Blockchain,0
"transparency is guaranteed as
well, as the blockchain could be accessed worldwide.",Blockchain,0
"the underlying cryptographic mechanism guarantees that
data are not modified and that transactions could not be repudiated.",Blockchain,0
"finally, the replication of the
blockchain on each network node ensures that the blockchain would survive to unexpected events.",Blockchain,0
"the most relevant weaknesses are related to scalability, energy consumption and performance.",Blockchain,0
"in fact, at present, the number of transactions that could be handled per second is extremely
low when compared to traditional systems (mainly because of the computational power required to
validate new blocks).",Blockchain,0
"if, at the present time, blockchain-based transactions are quicker than traditional
bank transfers (on average they require few seconds to several minutes, instead of – days), for instant
payments and for other kinds of applications, performance should not be adequate to needs.",Blockchain,0
"in this
respect, it is worth outlining that some blockchain platforms are changing the process of validating
blocks, reducing the complexity of the mathematical problem to be solved and restricting the possibility
to perform mining only to a subset of trusted nodes.",Blockchain,0
"apart from time, space is also an issue, since
future internet , ,   of 
data are replicated on each network node.",Blockchain,0
"to make an example, the bitcoin blockchain requires more
than  gb of storage on each network node [].",Blockchain,0
"in addition, the amount of energy consumed
by network nodes, and the cost of the hardware required to validate new blocks is extremely high,
estimated around $ per transaction [] (though it must be underlined that several initiatives to limit
the amount of consumed energy are currently under development []).",Blockchain,0
swot analysis of the adoption of blockchain.,Blockchain,0
"- availability of a huge amount of
heterogeneous data, pushed in the
blockchain by different actors
threats
- could be perceived as unsecure/unreliable
- low adoption from external actors means
lack of information
- governments could consider blockchain and
smart contracts “dangerous”
- medium-long term investment
- not suitable for all existing processes
- customers would still consider personal
interaction important
the fact that, once information is encoded in the blockchain, it is immutable and accessible by
everyone is another weakness, and could harm users’ privacy.",Blockchain,0
"to make an example, everyone could
check the amount of money owned by a person, by analyzing his/her incoming transactions.",Blockchain,0
"should
other types of information be stored in the blockchain (e.g., medical records), this issue would become
even more relevant.",Blockchain,0
"to cope with privacy issues, some solutions to anonymize payments/transactions
have been proposed [–].",Blockchain,0
"the immutability and self-execution of code could be another weakness for blockchain, since
smart contracts could become “candy for hackers” [].",Blockchain,0
"in fact, hackers could exploit bugs in smart
contracts to steal money, as it recently happened on the ethereum network, where, in the most famous
attack of this kind, around $ million were “stolen” in june .",Blockchain,0
"even assuming that smart contracts
are free of bugs, some applications would still need external oracles to inject information in the
blockchain.",Blockchain,0
"the weakest point, in this case, would become the oracle.",Blockchain,0
"as said, the consequences of
injecting in the blockchain wrong information could be partially mitigated by relying on more than
one oracle, each getting information from different sources.",Blockchain,0
"apart from technical aspects discussed above, other weaknesses affect blockchain usability.",Blockchain,0
"first
of all, the impossibility to receive assistance in case of credentials loss (even though this weakness
could be partially removed by relying on trusted services, as explained in section ).",Blockchain,0
"another aspect
is cryptocurrencies volatility, which could become a limitation to the adoption of blockchain-based
payments.",Blockchain,0
